cpu_usage,memory_usage,process_count,new_processes,file_acces_rate,label,file_access_rate
25.115742169580077,57.45764956062823,109,2,13.0,0,
25.147803976333037,44.39483927238538,115,4,12.0,0,
18.73358854839647,52.88579958728362,112,1,17.0,0,
27.069150498420285,55.52097223763869,101,4,12.0,0,
30.763673217046534,58.12354121900859,115,1,17.0,0,
29.52415954602884,54.8487401898321,110,2,18.0,0,
20.265905426348194,51.15592947516551,115,4,10.0,0,
28.475559212533803,41.487907925373364,118,1,12.0,0,
24.63990981180531,58.02643103765568,99,3,18.0,0,
23.847612534731574,49.105613510253434,103,4,17.0,0,
25.911687513457267,41.390309300695066,116,1,19.0,0,
20.35916434029589,52.78724965617004,106,3,11.0,0,
21.037814248175465,45.49647335124688,92,1,19.0,0,
24.621864291082105,43.64207874788084,97,4,11.0,0,
15.250642780295646,46.661641611502695,96,4,14.0,0,
24.21513078282921,51.79143113602238,91,2,18.0,0,
22.113935617737056,58.20315458398002,111,3,15.0,0,
34.867968365787064,46.05802112003518,106,2,18.0,0,
28.757662028527193,46.147415500622344,109,3,12.0,0,
34.788422100126425,55.732177065326454,100,4,11.0,0,
26.298528257717358,44.11227243893147,116,2,10.0,0,
18.78000996530805,51.15515805554563,98,3,14.0,0,
34.55572074084657,54.94178418104207,107,3,18.0,0,
34.80506992380457,41.611360850221274,99,1,13.0,0,
20.980731411291803,44.176542153967816,94,4,11.0,0,
31.340623123145278,42.76929394931101,108,1,13.0,0,
33.93147846542203,59.171438305213556,108,4,15.0,0,
25.231978454847876,57.9217070666582,96,3,19.0,0,
30.689941144491755,52.26847899660736,112,2,10.0,0,
18.241745543223693,41.827402208506925,93,2,12.0,0,
25.202665272260106,53.04690139091447,91,4,10.0,0,
26.31746978133974,51.24171396983752,98,1,16.0,0,
18.417280373161077,49.29265206873073,116,2,13.0,0,
30.692401362884382,43.29009734096118,90,4,13.0,0,
21.37681448890131,41.37734420195887,106,4,18.0,0,
22.659348154396255,43.08391894149677,95,1,15.0,0,
17.123862505889786,56.58689021107861,104,4,16.0,0,
15.589659144914814,51.636296778759316,116,4,19.0,0,
24.310572578101628,55.48253505179428,112,3,17.0,0,
25.31118454167232,55.2061042968849,103,2,15.0,0,
20.337911864347834,49.59106594881831,111,2,11.0,0,
26.00849550095682,40.58099812187906,113,1,11.0,0,
30.500412939639094,59.66154341360625,101,1,19.0,0,
16.28424488498149,54.758380698437605,104,2,18.0,0,
31.327525889721908,50.666767382602245,115,4,17.0,0,
22.698278676881362,53.526207856522156,97,1,15.0,0,
33.3625846357838,42.2502130440517,118,3,12.0,0,
21.979149604781714,49.65834778573597,94,4,15.0,0,
33.42503346923661,59.626818727054264,96,1,19.0,0,
29.528042146114608,50.007077431782776,101,4,19.0,0,
34.9299699875055,45.57778170224572,102,1,11.0,0,
27.969735275575157,57.62960844422038,117,2,12.0,0,
31.753692130968172,55.29512615680338,119,4,13.0,0,
25.88681838812275,58.457698341741136,102,1,14.0,0,
20.03747426976784,43.61062404014046,113,3,12.0,0,
22.178969235904745,49.54241683801628,107,3,19.0,0,
28.22133088993487,40.635121248623946,113,1,10.0,0,
17.834657505567378,49.24153053330161,90,2,17.0,0,
22.365313570104902,58.978973238865585,109,4,11.0,0,
19.106874692043156,59.983630420936294,99,3,12.0,0,
19.045992200594313,43.75770695313141,110,4,13.0,0,
30.169120444062735,59.44052920394548,90,3,13.0,0,
19.779040511219293,50.96980206677526,110,2,16.0,0,
28.408236107569685,59.218338234059175,116,2,11.0,0,
19.22087538863957,51.857367233654585,97,3,15.0,0,
25.74723561728309,54.09186954109502,95,2,12.0,0,
32.018758391500015,56.35579523604932,116,4,13.0,0,
33.35772424383386,52.45324777237832,94,1,10.0,0,
22.161292344156116,43.27637809914131,95,1,17.0,0,
33.08810388059834,48.355137835583236,119,4,19.0,0,
23.527949849054448,49.599107540552716,117,3,18.0,0,
22.49256640367831,51.364428170399165,118,1,16.0,0,
22.899686840394093,42.30136590258678,108,3,15.0,0,
32.47047058358731,51.63287230733813,104,1,11.0,0,
31.73744414788798,42.88768760142917,106,1,12.0,0,
31.35261424602707,43.61061785530945,98,4,17.0,0,
23.418130973675744,48.41480638509709,113,2,13.0,0,
23.71475221790716,57.014218609267886,91,4,15.0,0,
21.50573536780692,41.670260347911935,99,3,11.0,0,
33.03097666488168,58.17839985150355,92,4,11.0,0,
15.635868004896789,55.304395816697564,95,4,10.0,0,
30.804402085327705,45.5189982310267,117,3,16.0,0,
29.460310073905738,59.91358992145865,94,3,16.0,0,
20.17374602968383,53.62359489519013,112,3,17.0,0,
31.374550455830338,55.47381488985444,111,1,15.0,0,
29.47870093238377,44.49309663413375,97,3,14.0,0,
17.97675079124264,48.96553873146255,115,1,11.0,0,
18.71386623159467,56.798690888926174,109,1,17.0,0,
33.570303579008076,59.83795674913163,101,2,19.0,0,
18.10861983080182,51.64063158528457,115,4,14.0,0,
33.52140611803242,48.35821860230652,104,3,14.0,0,
30.363051477404653,42.918224323098606,91,2,12.0,0,
29.780551274496293,44.86140727830444,104,4,16.0,0,
29.63996467957689,57.44010493331896,119,3,18.0,0,
32.46528899190899,56.097787906484484,109,2,16.0,0,
16.811742390616715,58.2528565677913,110,2,13.0,0,
17.875934347962716,48.67804260628186,95,4,18.0,0,
22.879044229419204,52.2173336758514,98,3,10.0,0,
31.718442416430605,43.111080700397885,96,2,15.0,0,
27.983536384061267,42.92938007243998,112,3,12.0,0,
15.65983789805073,46.28235264192972,115,1,10.0,0,
18.52194448399242,50.54370605344426,97,3,15.0,0,
19.08870881068042,53.36682510960655,114,4,16.0,0,
27.499030839230365,57.75557656639124,94,2,15.0,0,
24.90537731499014,44.097786873836974,118,4,11.0,0,
30.486004813312796,53.77587445943708,112,3,11.0,0,
16.56385207271995,51.142412848201204,91,1,10.0,0,
31.00489895033613,41.70605263912158,116,1,19.0,0,
21.72517157580471,46.07588817148411,111,2,17.0,0,
25.59487003750185,43.901610489159225,98,4,17.0,0,
28.750381823131676,57.951692813818276,112,3,14.0,0,
34.73319688174993,40.84716334645074,116,3,14.0,0,
25.798088521657313,41.44287954637046,98,1,15.0,0,
34.87149079247753,45.14999847260782,97,2,14.0,0,
25.696639698090117,45.98003104069374,95,2,10.0,0,
26.395996406883327,45.750476046730554,97,4,13.0,0,
30.46835242162131,57.276643470520725,112,3,16.0,0,
21.04419728460254,56.19644839124126,112,1,12.0,0,
21.476915336871585,57.622500560164625,114,4,13.0,0,
33.886689304834874,45.1594468247329,108,2,19.0,0,
21.390806701165985,54.998042465955166,99,4,18.0,0,
34.68627623491173,45.24304957030856,92,1,14.0,0,
30.397370637467894,52.97821477613723,118,2,14.0,0,
16.568910176132302,57.34579643547306,119,4,16.0,0,
15.45526574200249,43.90736978552965,111,1,16.0,0,
19.445305724936063,41.07452337250637,91,3,17.0,0,
28.771804263146766,56.2051645723921,95,2,18.0,0,
32.75643380989614,49.840946151932535,110,1,13.0,0,
32.01674387702271,50.894185318510644,104,2,15.0,0,
28.030412023085773,42.8485735364023,103,2,13.0,0,
19.289634210732785,40.43404298271098,117,4,10.0,0,
33.97511098554128,52.266390382634896,114,1,14.0,0,
27.18939418777137,48.154116689048664,119,1,12.0,0,
33.381153728626614,51.67698422164625,102,2,16.0,0,
33.77775875525758,41.88006342268565,101,4,16.0,0,
30.636666658117093,43.85905516643703,108,2,11.0,0,
29.019296284174004,55.861184186926046,95,2,18.0,0,
27.76457393154048,56.773265731248564,93,4,11.0,0,
28.724438825378485,50.61219882764917,107,1,10.0,0,
33.16359587892224,42.87852709084904,118,1,14.0,0,
19.77742346573592,51.14190870355017,97,2,14.0,0,
27.435851352994924,45.745858821179375,92,1,15.0,0,
19.42664438733451,53.37352618954056,117,4,19.0,0,
25.102591073680514,53.3612473469794,108,1,12.0,0,
32.680055713774166,47.5133803152985,101,3,17.0,0,
27.242608547601908,49.20512400526525,119,2,13.0,0,
20.38480540439418,44.482318977535165,102,3,14.0,0,
21.51802632074272,50.28918621995327,112,1,19.0,0,
18.16839297799463,43.62239039377432,110,1,16.0,0,
24.21547594568632,47.682231589662535,90,3,11.0,0,
32.005503328782225,48.09246654744567,115,1,10.0,0,
15.679524746475131,41.71097385723422,95,3,18.0,0,
26.880348119030998,43.396910649179546,97,3,16.0,0,
17.233336196211056,53.83234421329351,97,1,16.0,0,
17.942127885400296,51.21446042036247,99,1,16.0,0,
34.00807679327173,54.22684804055019,97,1,12.0,0,
31.274907967187374,43.363012379632444,110,1,12.0,0,
32.61277206181329,48.773217354401105,97,3,18.0,0,
25.62403094809016,53.64200675628693,90,2,19.0,0,
33.207255184238406,55.93991104664349,111,3,16.0,0,
25.465205470686172,57.13768476517397,109,2,17.0,0,
23.822969895227757,49.935372108689705,102,1,19.0,0,
16.603619358026897,55.85904818539651,92,2,10.0,0,
29.448347283404384,50.67833701650332,112,3,14.0,0,
33.45777190373044,54.4882506963027,115,2,14.0,0,
27.215103050678437,51.80981755482052,109,1,10.0,0,
27.482028177322455,53.614228509527926,111,4,18.0,0,
28.103156102500932,53.044395776420814,106,3,13.0,0,
29.672839243193504,59.67645171894051,97,2,10.0,0,
34.731138987375466,55.30916448508587,93,3,13.0,0,
24.723975453235425,59.412139719766245,111,1,17.0,0,
30.718890093608334,41.00260383977727,97,1,10.0,0,
28.8492160605407,58.56537483295209,99,4,11.0,0,
19.358711582831305,40.460943217041546,113,3,13.0,0,
22.35252302536011,57.91825591961549,92,3,18.0,0,
32.088521995377235,40.989119903029504,109,3,15.0,0,
25.189231911345544,43.0719287961968,118,1,10.0,0,
30.125537480213612,57.79202896396386,117,1,18.0,0,
18.030727502486346,40.487230573944615,110,2,10.0,0,
17.889448560411157,51.71842918265695,111,3,11.0,0,
26.323925142112444,45.761387075485715,117,4,13.0,0,
15.386060743611061,59.269379928167,96,2,15.0,0,
22.079287336498858,57.348125494658035,101,3,19.0,0,
24.578349879959166,59.76019118640669,93,4,10.0,0,
33.35568287052092,43.073286023996815,109,4,14.0,0,
27.882519846175025,49.008883780538795,104,2,12.0,0,
29.95941599113267,49.22730198682287,98,4,10.0,0,
25.29644557689882,48.468588969806866,99,4,19.0,0,
15.399396640309348,41.37693483542066,101,1,14.0,0,
21.556875799984983,40.477855758977014,115,3,10.0,0,
29.161969990153942,51.18420433231984,98,1,10.0,0,
21.502374807762102,44.19407287991966,97,1,17.0,0,
21.643024358534163,44.68344783938333,91,1,19.0,0,
32.0910481962918,49.41877362275894,110,2,19.0,0,
22.186420017265796,51.79398721719466,92,3,18.0,0,
22.760272872945933,59.03991172978853,119,4,19.0,0,
34.29464168223627,58.93533614134787,94,3,10.0,0,
19.23376776815098,49.01590165372885,100,4,12.0,0,
29.369304082285836,47.733706759372005,96,2,17.0,0,
26.22462933297936,58.63706717859404,113,2,18.0,0,
20.841090315890604,55.72669347468258,91,3,18.0,0,
15.417683135525937,45.168262257530564,119,4,16.0,0,
33.14526349726701,49.17401900772329,109,2,15.0,0,
33.73944685616771,42.69150859551451,94,3,17.0,0,
20.8779047447019,53.09349385646142,92,3,12.0,0,
20.74630130488695,41.06170564144173,116,3,18.0,0,
20.188942550821118,47.40307171023627,99,4,18.0,0,
21.4142920926197,45.39117126189106,93,2,15.0,0,
21.03341594396988,47.32529518636487,112,3,19.0,0,
32.19773790165973,47.127596548468695,99,3,16.0,0,
18.031933472160205,52.300113526463576,112,1,16.0,0,
25.009284841449013,48.19754605429512,106,3,14.0,0,
25.022840327847298,50.12766429619626,105,2,11.0,0,
17.073885649357507,55.30478058836078,91,3,17.0,0,
17.204966004610714,56.477049478084666,115,1,12.0,0,
21.713720490600146,48.783510282774,109,3,17.0,0,
32.463612318747224,59.460093607401284,102,1,10.0,0,
15.253259806367645,49.71200839180425,96,3,17.0,0,
30.286771424274036,47.04304537678362,107,2,13.0,0,
32.286428333918394,40.77447001828981,106,4,18.0,0,
30.746424651357746,49.05499473667816,113,4,12.0,0,
27.027327088423057,42.05342483270264,105,4,12.0,0,
20.805135351762782,49.27628091574689,102,1,13.0,0,
18.622465924600437,53.94272101027946,95,4,12.0,0,
20.06823296748269,40.01981470148276,111,4,15.0,0,
32.82311295677697,46.157339320749244,116,4,17.0,0,
31.033907797758623,44.37507769633928,109,1,17.0,0,
33.976636571738894,43.14367342087077,117,4,14.0,0,
18.655533689819418,54.023616373670535,100,3,15.0,0,
33.25007039708223,57.031838078962195,113,4,10.0,0,
17.949777535519956,50.712408561338066,101,2,19.0,0,
33.974406720193485,45.82775450067407,100,2,18.0,0,
29.73887422182442,45.38866065938869,95,1,11.0,0,
21.0088137461093,42.768356523083646,119,2,13.0,0,
20.4831291436283,58.91607081736896,95,1,16.0,0,
23.350014034383832,41.50171028085852,101,3,19.0,0,
31.864448326483675,48.930478181966464,97,1,16.0,0,
22.352797684400954,57.80719070918551,109,3,14.0,0,
31.90690082514157,58.15816333156363,97,4,13.0,0,
22.86880264215491,52.38814511677026,102,2,12.0,0,
26.2605439042242,57.28669306041131,101,3,17.0,0,
30.46199948880831,57.68029518506265,99,1,14.0,0,
21.600121855480026,48.60939804283224,109,2,17.0,0,
27.08868316601316,40.29474190721041,109,3,18.0,0,
33.980354381482584,47.84981462182814,98,2,19.0,0,
16.593267496947316,45.510357643880226,92,1,12.0,0,
20.16364948776873,44.46438845091883,115,4,17.0,0,
18.259865579387686,49.98408737376089,111,1,13.0,0,
24.124231724506664,42.77369691270363,91,2,14.0,0,
29.670303654155678,48.66760690581438,96,3,16.0,0,
28.715271962402483,46.52040032520935,119,3,19.0,0,
26.990801155510646,53.283006270250226,116,4,16.0,0,
34.97291512753146,43.307626340686426,98,2,16.0,0,
29.858476880704497,48.182121940662824,109,1,16.0,0,
18.186869095508115,46.792946564882136,115,1,11.0,0,
31.458968798302195,58.935246660457025,115,4,14.0,0,
17.02345598494087,41.53556448478409,106,4,13.0,0,
29.949879209293616,56.61794075607537,109,4,18.0,0,
30.55556552281638,54.98361640426898,112,3,12.0,0,
29.258159787206896,55.46608155146686,115,3,19.0,0,
28.226253087160096,52.62698439196716,101,3,10.0,0,
33.25195500820969,56.506722305294446,94,4,14.0,0,
21.74353253856843,58.379548734572836,94,1,15.0,0,
22.417130804013688,56.23948229093469,98,2,17.0,0,
31.565398826077878,43.74826280143406,112,4,15.0,0,
24.09648959124577,51.700362655681324,119,4,11.0,0,
30.843754766336502,48.29676870963478,118,3,16.0,0,
31.52462935755589,59.05597870026952,90,3,13.0,0,
21.701686109064646,41.68902862500947,119,1,13.0,0,
19.492899628716184,59.373148692286755,94,4,19.0,0,
30.249782859201616,41.694658113420196,111,2,10.0,0,
17.4559495396323,49.24487176644533,98,3,12.0,0,
24.166136755986415,56.45338156781328,95,1,10.0,0,
18.10017656263432,46.47335315617303,118,4,19.0,0,
24.31617973333627,48.785604853497574,105,1,15.0,0,
33.15296349973565,46.39944082343404,110,4,13.0,0,
27.2697118126295,58.18566563204426,90,4,12.0,0,
30.208274703291274,40.82041416224824,93,4,19.0,0,
33.937098014862066,59.07447999331835,113,1,19.0,0,
19.53109336588452,44.5206955878541,92,4,11.0,0,
34.477090715115224,52.33056544120133,109,3,14.0,0,
20.87864487504388,56.0330880899231,119,4,12.0,0,
19.4644155342948,53.96790784601629,97,4,19.0,0,
23.78783072505697,47.180555705540755,115,2,13.0,0,
23.848770495122974,57.18224820490576,105,4,11.0,0,
26.110143823554793,40.29107689016531,108,3,17.0,0,
17.276393287882293,59.634164130134764,100,2,12.0,0,
29.76588702324272,46.68639523680437,119,4,14.0,0,
26.674406020509878,49.509115227627376,94,4,18.0,0,
24.416468964595612,41.844062643525454,119,2,18.0,0,
20.632216541814223,47.68946743195634,95,1,13.0,0,
30.949453485303252,42.39124600014695,97,3,17.0,0,
18.18243410677389,59.89369123470075,103,1,18.0,0,
16.24281451624517,53.04834589164257,97,4,13.0,0,
27.620352218204292,59.354277370754446,98,2,14.0,0,
30.899544542567554,52.73827618855495,119,4,10.0,0,
18.753690993379504,44.77477417838954,118,1,14.0,0,
22.20191848094827,41.937101672981186,116,1,13.0,0,
27.552638061957897,42.176731577283206,99,4,17.0,0,
27.94304980443075,51.09957012657961,113,4,18.0,0,
23.27015211998185,54.92362213804805,103,4,12.0,0,
28.73693906876233,55.40454389971832,97,4,14.0,0,
26.63953452361357,44.98665525597046,94,4,15.0,0,
28.27704302112297,48.194011652400164,107,4,18.0,0,
26.82882803960824,56.16513815060746,94,4,10.0,0,
34.170092401435724,51.83656520249057,117,3,10.0,0,
34.53039964315747,53.03687440584581,98,1,14.0,0,
34.92699167343203,41.6116337529809,109,2,13.0,0,
32.26296287027252,56.35298491753014,117,2,18.0,0,
24.79252073005706,53.84254441630009,96,2,14.0,0,
29.44432968444528,49.64602937773013,95,2,17.0,0,
21.795427319006084,47.293151334173146,114,3,10.0,0,
19.92778060460032,41.30609811713304,108,1,12.0,0,
34.20168167043764,49.07786974084403,115,4,16.0,0,
29.08930296740411,52.40394294278089,97,4,18.0,0,
16.888433401934407,54.06756652338881,103,2,11.0,0,
28.61188695742569,49.196359951629816,106,4,16.0,0,
27.246537692557293,51.752845011110644,113,1,13.0,0,
32.18607319918479,52.462421421656565,93,2,19.0,0,
19.51054856159587,47.737641243251055,117,3,16.0,0,
19.013573989764005,41.60660769138032,100,3,16.0,0,
32.83854646341962,43.76636875335366,105,4,15.0,0,
23.85524620850138,43.65544811214525,117,3,18.0,0,
26.25083926932481,55.379629326505615,98,3,15.0,0,
30.170545929851915,56.18353783681129,96,2,16.0,0,
18.234168441693953,42.79917586621953,91,2,13.0,0,
15.686504791582419,51.02004970929618,90,3,15.0,0,
28.47691104238737,40.76226901642509,113,1,19.0,0,
19.31425596546486,44.580413015243785,102,1,16.0,0,
27.57198543755011,56.31809152818983,103,1,15.0,0,
22.551844276941324,44.619829704349705,95,2,15.0,0,
30.06985378415542,50.753875174410325,108,3,18.0,0,
32.68874864800843,40.47004987270382,106,3,13.0,0,
32.246309556634685,48.34764214245922,112,4,18.0,0,
21.84444654024255,44.283974638995964,111,3,13.0,0,
22.04900862238074,45.52855181763621,114,4,17.0,0,
18.1541709045762,54.08331046837597,94,4,13.0,0,
20.327550194882335,43.069970075778386,100,3,11.0,0,
22.826794076682564,41.06697003309736,96,1,14.0,0,
26.979095794234524,51.832596363254886,94,3,18.0,0,
16.252122696246843,50.71469298806624,104,3,11.0,0,
15.83723296165347,59.28371743721042,113,2,11.0,0,
24.69373922824895,42.28392251353527,107,1,16.0,0,
29.645599098141393,43.108182723352556,102,4,17.0,0,
21.947316354203828,57.76108393176756,90,1,11.0,0,
15.209354660023912,41.843610578591495,102,2,16.0,0,
23.77474062318536,53.03952107747,90,4,16.0,0,
21.24339217849167,51.84850569981298,113,2,10.0,0,
20.31174710089154,50.89641501625245,106,3,12.0,0,
15.481638874638183,45.594039943107354,111,1,16.0,0,
24.815917718578056,42.490674843854514,112,2,19.0,0,
33.62312421176525,50.39963945580206,117,4,10.0,0,
25.407245157387354,49.510334700489736,108,2,16.0,0,
27.906782823247816,44.25576658079212,98,1,17.0,0,
32.267031742471914,54.95924367577104,97,2,18.0,0,
19.896888131629176,49.548506204643274,97,4,11.0,0,
34.687750855211675,52.29676161535407,105,2,14.0,0,
25.783070675637546,44.91629154357753,92,4,12.0,0,
30.69492253023997,56.808041831909975,94,1,14.0,0,
27.193477334277866,50.63019022182661,112,1,18.0,0,
20.62393759975553,50.39353652107916,113,3,15.0,0,
15.19778014582596,50.49355153903197,96,3,15.0,0,
23.09617602153227,57.13458355565305,113,4,12.0,0,
21.007332239475474,56.72500260814736,92,2,18.0,0,
17.49069160289068,55.18381697640723,113,2,17.0,0,
26.178241531458333,54.130530658043426,108,2,18.0,0,
29.530332594752554,44.568821389368466,102,2,13.0,0,
24.02986708431488,59.02939396515521,106,2,10.0,0,
29.680977327929863,41.55719009336363,118,3,14.0,0,
22.428336886600167,52.37943233855354,101,1,12.0,0,
25.86407592797051,56.75608037461205,93,4,14.0,0,
33.03828463407983,51.29989662312621,116,1,12.0,0,
25.365227508769305,50.16230517069835,103,1,11.0,0,
23.20383747083441,51.107071464945534,102,3,17.0,0,
27.58850445766342,53.923006016238446,109,2,19.0,0,
29.114828635065223,49.3307272185703,94,1,11.0,0,
23.3651131687861,56.89743812885781,103,3,12.0,0,
22.85161748964059,40.02881499994443,105,4,17.0,0,
15.075065577599918,47.06597607795362,101,1,12.0,0,
21.298467839025054,43.866724671431015,114,2,14.0,0,
21.106079744155537,58.410542226792884,117,3,10.0,0,
27.659596795396197,53.76940039761823,110,4,14.0,0,
22.39835563167161,56.14616913539958,110,4,15.0,0,
16.379015020601507,54.46424542558434,92,2,12.0,0,
28.395876190321165,54.78018818912311,95,4,15.0,0,
28.35925885147855,48.55078177191977,92,2,17.0,0,
25.03623098996748,41.271254360495455,116,3,14.0,0,
15.956469072567058,58.44735871459355,101,2,17.0,0,
20.841707422965982,47.83045038337851,105,2,13.0,0,
34.72469118843601,48.40346416084363,100,1,11.0,0,
28.636875333317306,58.59224517489207,97,3,15.0,0,
18.260433545019122,52.18362204923886,117,3,18.0,0,
15.324646991510152,58.14340770800102,97,3,19.0,0,
33.82663942111949,41.65208792215091,93,2,15.0,0,
34.93267279027963,56.81548715882364,97,1,17.0,0,
15.11515523098325,42.04959549082517,112,4,16.0,0,
17.944064998775694,47.43518937769373,107,3,14.0,0,
19.221235875651494,57.695248448500905,111,4,15.0,0,
31.800177323963922,48.87329703847898,94,2,15.0,0,
27.216247349933546,58.6792229891103,92,4,13.0,0,
28.773208448310935,46.285773483798145,102,4,18.0,0,
20.200590765248357,45.214561373008635,102,1,18.0,0,
29.443439163930755,44.84743410407336,118,2,13.0,0,
15.852630967274093,41.272548677388556,101,1,18.0,0,
17.045506339161165,45.528851374608365,119,4,11.0,0,
32.47334970656866,48.18961628282996,112,4,13.0,0,
20.3122689204455,49.94569591557347,112,3,18.0,0,
19.69378910763704,53.621132193602854,105,4,15.0,0,
34.195056725269154,54.41836766016094,91,1,19.0,0,
19.834244989696664,54.12788131370918,94,4,19.0,0,
20.15279853773778,53.05667481144249,118,4,13.0,0,
32.68802411959908,44.91268147667562,102,4,14.0,0,
18.41420586284285,55.25678125618436,118,3,11.0,0,
29.932668793434132,46.383775982601605,90,2,13.0,0,
19.938957349748883,55.58011721247717,97,2,10.0,0,
23.574648837629717,48.12325995045302,94,1,15.0,0,
25.600722808439805,55.057019836028644,111,2,19.0,0,
15.994909613759349,49.414679185791336,99,4,18.0,0,
25.565480731012567,42.86177075150922,108,4,13.0,0,
22.995996993206305,58.893069712005854,99,4,17.0,0,
17.059608329683513,58.06240882665068,98,1,11.0,0,
19.823760973800333,58.03299069601627,99,4,19.0,0,
34.150444910308025,55.408266945214756,112,3,19.0,0,
27.803271831371305,47.1910889570367,117,4,12.0,0,
30.36723554741103,43.03797268846131,94,2,11.0,0,
34.252486250121926,55.02618159595262,103,1,12.0,0,
16.271559841411708,45.82312132625508,115,4,16.0,0,
26.293557270750867,58.55577050864363,94,1,10.0,0,
25.889292949271834,57.551202890174174,90,1,16.0,0,
21.008830373620206,59.37182117561407,94,2,15.0,0,
22.587027075773918,46.93592454447324,108,4,14.0,0,
33.35672951103848,55.12874210651257,103,3,15.0,0,
32.730764443841956,45.79899745486795,112,2,12.0,0,
27.90400335865997,45.97199988334984,98,1,18.0,0,
28.900957564376583,53.91759612019415,118,4,12.0,0,
26.438941551878667,51.71526178646995,99,3,17.0,0,
19.942954209409834,56.18280561009142,99,4,19.0,0,
33.756535247508396,48.88050610311576,94,1,11.0,0,
23.219335338461526,58.35876026186999,110,1,15.0,0,
31.10881146459405,53.816209336384496,116,4,11.0,0,
16.910784477777167,42.047220102729824,103,1,14.0,0,
16.11460632127963,47.64465280348748,100,1,17.0,0,
17.268353958058412,52.6640307572891,106,4,16.0,0,
20.08790419729774,42.72627958963741,95,2,15.0,0,
26.735873850634558,41.17797140805899,112,2,16.0,0,
17.127871577289312,48.28003991005124,117,2,17.0,0,
22.86960364707592,54.240558181441045,95,4,15.0,0,
28.448100598907466,59.75200007520483,98,3,19.0,0,
29.38319992474449,49.06864654437502,109,4,15.0,0,
26.664105236853956,51.98584405293976,103,4,11.0,0,
31.7596037104717,45.15035843287768,91,3,13.0,0,
32.338859842476964,58.332235725785324,114,1,14.0,0,
31.930377401608165,47.94994135086057,119,1,14.0,0,
29.955569550137188,49.26412087190275,114,3,19.0,0,
31.868813431638102,52.304130690186014,118,4,19.0,0,
28.619061403851468,59.02029212365552,111,3,13.0,0,
19.20454601438521,57.41490867382775,100,4,14.0,0,
18.76087828214186,50.08521409803489,97,1,17.0,0,
33.43028110865546,51.7882891901354,113,3,19.0,0,
32.084479104899366,59.30391791131367,93,3,19.0,0,
26.67781406296213,51.838415608107,114,2,14.0,0,
28.871319980843428,44.845773239184126,116,3,12.0,0,
22.18118934218981,58.21946167763468,107,4,16.0,0,
25.252550421583067,50.37663422703787,117,4,11.0,0,
22.90566268459962,44.99291246478568,90,3,10.0,0,
22.918656719490986,49.18305312584928,108,4,17.0,0,
20.590127739783092,49.174146696750526,109,4,17.0,0,
17.35986789807487,53.72395935987714,112,1,12.0,0,
26.871536206993348,52.97666446499673,99,4,16.0,0,
17.509458833934897,42.384756554066925,110,4,15.0,0,
30.873124960785518,53.834834916892845,114,3,16.0,0,
30.62237291899526,58.50044978252869,91,1,12.0,0,
15.279652771047411,50.46738389714068,92,3,14.0,0,
